,movieId,title,genres,year,abstract
15,16,Casino,"Crime, Drama",1995,"Casino is a 1995 American epic crime drama film directed by Martin Scorsese and starring Robert De Niro, Joe Pesci, and Sharon Stone. It is based on the non-fiction book Casino: Love and Honor in Las Vegas by Nicholas Pileggi, who also co-wrote the screenplay for the film with Scorsese. The two previously collaborated on the hit film Goodfellas (1990). The film marks the eighth collaboration between director Scorsese and actor Robert De Niro, following Mean Streets (1973), Taxi Driver (1976), New York, New York (1977), Raging Bull (1980), The King of Comedy (1983), Goodfellas (1990), and Cape Fear (1991). In Casino, De Niro stars as Sam ""Ace"" Rothstein, a Jewish American top gambling handicapper who is called by the Italian Mob to oversee the day-to-day operations at the Tangiers Casino in Las Vegas. His character is based on Frank Rosenthal, who ran the Stardust, Fremont, and Hacienda casinos in Las Vegas for the Chicago Outfit from the 1970s until the early 1980s. Pesci plays Nicholas ""Nicky"" Santoro, based on real-life Mob enforcer Anthony Spilotro, a made man. Nicky is sent to Vegas to make sure that money from the Tangiers is skimmed off the top and the mobsters in Vegas are kept in line. Sharon Stone plays Ginger McKenna, Ace's scheming, self-absorbed wife, based on Geri McGee. Casino was released on November 22, 1995, to a mostly positive critical response and was a box office success. Stone's performance was unanimously praised, earning her a Golden Globe Award for Best Actress in a Motion Picture – Drama and a nomination for the Academy Award for Best Actress."
16,17,Sense and Sensibility,"Drama, Romance",1995,Movie not found on DBpedia by query title.
17,18,Four Rooms,Comedy,1995,Movie not found on DBpedia by query title.
18,19,Ace Ventura: When Nature Calls,Comedy,1995,Movie not found on DBpedia by query title.
19,20,Money Train,"Action, Comedy, Crime, Drama, Thriller",1995,Movie not found on DBpedia by query title.
20,21,Get Shorty,"Comedy, Crime, Thriller",1995,Movie not found on DBpedia by query title.
21,22,Copycat,"Crime, Drama, Horror, Mystery, Thriller",1995,"Copycat is a 1995 American psychological thriller, starring Sigourney Weaver, Holly Hunter and Dermot Mulroney. The film was directed by Jon Amiel, with a score composed by Christopher Young."
22,23,Assassins,"Action, Crime, Thriller",1995,"Assassins is a 1995 American action thriller film directed and produced by Richard Donner, written by Andy and Larry Wachowski and also rewritten by Brian Helgeland. The film stars Sylvester Stallone, Antonio Banderas and Julianne Moore. The Wachowskis stated that their script was ""totally rewritten"" by Helgeland, and that they tried to remove their names from the film but failed."
23,24,Powder,"Drama, Sci-Fi",1995,"Powder is a 1995 American fantasy drama film written and directed by Victor Salva and starring Sean Patrick Flanery in the titular role, with Jeff Goldblum, Mary Steenburgen, Bradford Tatum and Lance Henriksen in supporting roles. It is about Jeremy ""Powder"" Reed, who has an incredible intellect, as well as telepathy and paranormal powers. The film questions the limits of the human mind and body while also displaying society's capacity for cruelty, and raises hope that humanity will advance to a state of better understanding. Its filming locations were around suburbs of Houston, San Antonio and Austin, Texas."
24,25,Leaving Las Vegas,"Drama, Romance",1995,Movie not found on DBpedia by query title.
25,26,Othello,Drama,1995,"Othello is a 1922 German silent historical drama film directed by Dimitri Buchowetzki and starring Emil Jannings, Werner Krauss and Ica von Lenkeffy. It was based on William Shakespeare's play Othello, the first of six major film productions of the work."
26,27,Now and Then,"Children, Drama",1995,Movie not found on DBpedia by query title.
27,28,Persuasion,"Drama, Romance",1995,Persuasion is a 1971 British television serial adaptation of the Jane Austen novel of the same name. It was produced by Granada Television for ITV and was directed by Howard Baker. The series stars Ann Firbank as Anne Elliott and Bryan Marshall as Captain Wentworth. It was originally aired in April and May 1971 in five episodes.
28,29,"City of Lost Children, The (Cité des enfants perdus, La)","Adventure, Drama, Fantasy, Mystery, Sci-Fi",1995,Movie not found on DBpedia by query title.
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao),"Crime, Drama",1995,Movie not found on DBpedia by query title.
30,31,Dangerous Minds,Drama,1995,Movie not found on DBpedia by query title.
31,32,Twelve Monkeys (a.k.a. 12 Monkeys),"Mystery, Sci-Fi, Thriller",1995,Movie not found on DBpedia by query title.
32,34,Babe,"Children, Drama",1995,"Babe is a 1995 Australian-American comedy-drama film directed by Chris Noonan, produced by George Miller, and written by both. It is an adaptation of Dick King-Smith's 1983 novel The Sheep-Pig, also known as Babe: The Gallant Pig in the USA, which tells the story of a pig who wants to be a sheepdog. The main animal characters are played by a combination of real and animatronic pigs and Border Collies. After seven years of development, Babe was filmed in Robertson, New South Wales, Australia. The talking-animal visual effects were done by Rhythm & Hues Studios and Jim Henson's Creature Shop. The film was a box office success and grossed $36,776,544 at the box office in Australia. It has received considerable acclaim from critics: it was nominated for seven Academy Awards including Best Picture, Best Director and Best Adapted Screenplay, winning Best Visual Effects. It also won the Golden Globe Award for Best Motion Picture – Musical or Comedy and the Saturn Award for Best Fantasy Film. In 1998, Miller directed a sequel, Babe: Pig in the City."
33,36,Dead Man Walking,"Crime, Drama",1995,Movie not found on DBpedia by query title.
34,38,It Takes Two,"Children, Comedy",1995,Movie not found on DBpedia by query title.
35,39,Clueless,"Comedy, Romance",1995,"Clueless is a 1995 American coming-of-age comedy film loosely based on Jane Austen's 1815 novel Emma. It stars Alicia Silverstone (in the lead role), Stacey Dash, Paul Rudd and Brittany Murphy. The film is set in Beverly Hills, and was written and directed by Amy Heckerling and produced by Scott Rudin. It was released in the United States on July 19, 1995. The film grossed $56 million in the United States and has developed a cult following. The film spun off a television sitcom and a series of books."
36,40,"Cry, the Beloved Country",Drama,1995,Movie not found on DBpedia by query title.
37,41,Richard III,"Drama, War",1995,Movie not found on DBpedia by query title.
38,42,Dead Presidents,"Action, Crime, Drama",1995,Movie not found on DBpedia by query title.
39,43,Restoration,Drama,1995,"Restoration is a 1995 American historical drama film directed by Michael Hoffman. It stars Robert Downey, Jr. as a 17th-century medical student exploited by the king. The film, which is based on the novel of the same title by Rose Tremain, was filmed in Wales and won two Academy Awards."
40,44,Mortal Kombat,"Action, Adventure, Fantasy",1995,Movie not found on DBpedia by query title.
41,45,To Die For,"Comedy, Drama, Thriller",1995,Movie not found on DBpedia by query title.
42,46,How to Make an American Quilt,"Drama, Romance",1995,Movie not found on DBpedia by query title.
43,47,Seven (a.k.a. Se7en),"Mystery, Thriller",1995,Movie not found on DBpedia by query title.
44,48,Pocahontas,"Animation, Children, Drama, Musical, Romance",1995,"Pocahontas is a 1995 American animated epic musical romantic-drama film produced by Walt Disney Feature Animation and released by Walt Disney Pictures. The 33rd Disney animated feature film, the film is part of the era known as the Disney Renaissance which lasted from 1989 to 1999. Directed by Mike Gabriel and Eric Goldberg, the film is inspired by the known history and folklore surrounding the Native American woman Pocahontas, and portrays a fictionalized account of her historical encounter with Englishman John Smith and the Jamestown settlers that arrived from the Virginia Company. The voice cast features Irene Bedard, Mel Gibson, David Ogden Stiers, Russell Means, Christian Bale, Billy Connolly, and Linda Hunt. The musical score was written by Alan Menken, with songs written by Menken and lyricist Stephen Schwartz. Pocahontas was released on June 23, 1995 to a mixed reaction from critics, who praised the film for its animation and music, but criticized the film's story and historical inaccuracy. Nevertheless, the film was a commercial success, grossing $346 million at the worldwide box office. Pocahontas received two Academy Awards for its achievement in music: Best Musical or Comedy Score for Menken's score and Best Original Song for ""Colors of the Wind"". A video game based on the film was released across various platforms shortly after the film's theatrical release, and the film itself was followed by a direct-to-video sequel, entitled Pocahontas II: Journey to a New World, released on August 25, 1998."
45,49,When Night Is Falling,"Drama, Romance",1995,Movie not found on DBpedia by query title.
46,50,"Usual Suspects, The","Crime, Mystery, Thriller",1995,Movie not found on DBpedia by query title.
47,52,Mighty Aphrodite,"Comedy, Drama, Romance",1995,Movie not found on DBpedia by query title.
48,53,Lamerica,"Adventure, Drama",1994,"Lamerica is a 1994 Italian drama film directed by Gianni Amelio. It entered the competition at the 51st Venice International Film Festival, in which Amelio won the Golden Osella for Best Director. The film was selected as the Italian entry for the Best Foreign Language Film at the 67th Academy Awards, but was not accepted as a nominee."
49,54,"Big Green, The","Children, Comedy",1995,Movie not found on DBpedia by query title.
50,55,Georgia,Drama,1995,"Georgia is a 1988 Australian thriller film directed by Ben Lewin, starring Judy Davis and John Bach. Judy Davis plays the two roles of a mother, Georgia, and her daughter Nina. The film is presented as a series of flashbacks as Nina investigates her mother's death, which led to her adoption as a young child."
51,57,Home for the Holidays,Drama,1995,Movie not found on DBpedia by query title.
52,58,"Postman, The (Postino, Il)","Comedy, Drama, Romance",1994,Movie not found on DBpedia by query title.
53,60,"Indian in the Cupboard, The","Adventure, Children, Fantasy",1995,Movie not found on DBpedia by query title.
54,61,Eye for an Eye,"Drama, Thriller",1996,Movie not found on DBpedia by query title.
55,62,Mr. Holland's Opus,Drama,1995,Movie not found on DBpedia by query title.
56,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Comedy, Crime",1996,Movie not found on DBpedia by query title.
57,64,Two if by Sea,"Comedy, Romance",1996,Movie not found on DBpedia by query title.
58,65,Bio-Dome,Comedy,1996,"Bio-Dome is a 1996 American film directed by Jason Bloom. Bio-Dome was produced by Motion Picture Corporation of America on a budget of $15 million and was distributed theatrically by Metro-Goldwyn-Mayer. The plot of the film revolves around two clumsy, dim-witted slackers who, while on a road trip, look for a toilet stop in what they believe is a shopping mall, which in fact turns out to be a ""bio-dome"", a form of a closed ecological system in which five scientists are to be hermetically sealed for a year. The film has themes of environmentalism, combined with substance abuse, sexual innuendo, and toilet humor. The film stars Stephen Baldwin and Pauly Shore, and has cameo appearances by celebrities such as Roger Clinton, Kylie Minogue, Patricia Hearst, and Rose McGowan. Jack Black and Kyle Gass first came to global attention in Bio-Dome in which they performed together as Tenacious D on-screen for the first time. The film grossed $13 million at the box office in North America. Bio-Dome was widely panned by mainstream critics. On December 18, 2013, Stephen Baldwin appeared on Mancow Muller's radio/TV show, confirming that he is in talks with Pauly Shore about making a sequel to the film revolving around the children of their characters Bud and Doyle."
59,66,Lawnmower Man 2: Beyond Cyberspace,"Action, Sci-Fi, Thriller",1996,Movie not found on DBpedia by query title.
60,68,French Twist (Gazon maudit),"Comedy, Romance",1995,Movie not found on DBpedia by query title.
61,69,Friday,Comedy,1995,"Friday is a 2012 Malayalam drama thriller film directed by Lijin Jose and starring Manu, Fahadh Faasil,and Ann Augustine.Fahadh does the role of an auto rickshaw driver. The supporting cast includes Nedumudi Venu, Vijayaraghavan and Tini Tom. Produced by Sandra Thomas and Thomas Joseph Pattathanam under the banner of Innovative Film Concepts, the film is set and shot completely in Alappuzha. It released on 18 August 2012 to positive critical reviews. Carrying a tag of One Day-Many Stories; the film has a multi-narrative aspect and is woven in the format of a hyperlink cinema. Production Controller of Friday is Shibu G Suseelan."
62,70,From Dusk Till Dawn,"Action, Comedy, Horror, Thriller",1996,Movie not found on DBpedia by query title.
63,71,Fair Game,Action,1995,Movie not found on DBpedia by query title.
64,72,Kicking and Screaming,"Comedy, Drama",1995,Movie not found on DBpedia by query title.
65,73,"Misérables, Les","Drama, War",1995,Movie not found on DBpedia by query title.
66,74,Bed of Roses,"Drama, Romance",1996,Movie not found on DBpedia by query title.
67,75,Big Bully,"Comedy, Drama",1996,Movie not found on DBpedia by query title.
68,76,Screamers,"Action, Sci-Fi, Thriller",1995,"Screamers is a 1995 dystopian science fiction film starring Peter Weller, Roy Dupuis, and Jennifer Rubin, and directed by Christian Duguay. The screenplay, written by Dan O'Bannon with a rewrite by Miguel Tejada-Flores, is based on Philip K. Dick's short story ""Second Variety"", and addresses themes commonly found in that author's work: societal conflict, confusion of reality and illusion, and machines turning upon their creators. Although critical reaction to the film was generally negative at the time of its release, it has gained a cult following. A sequel Screamers: The Hunting, was released in 2009, to equally mixed reviews."
69,77,Nico Icon,Documentary,1995,Movie not found on DBpedia by query title.
70,78,"Crossing Guard, The","Action, Crime, Drama, Thriller",1995,Movie not found on DBpedia by query title.
71,79,"Juror, The","Drama, Thriller",1996,Movie not found on DBpedia by query title.
72,80,"White Balloon, The (Badkonake sefid)","Children, Drama",1995,Movie not found on DBpedia by query title.
73,81,Things to Do in Denver When You're Dead,"Crime, Drama, Romance",1995,Movie not found on DBpedia by query title.
74,82,Antonia's Line (Antonia),"Comedy, Drama",1995,Movie not found on DBpedia by query title.
75,83,Once Upon a Time... When We Were Colored,"Drama, Romance",1995,Movie not found on DBpedia by query title.
76,85,Angels and Insects,"Drama, Romance",1995,Movie not found on DBpedia by query title.
77,86,White Squall,"Action, Adventure, Drama",1996,Movie not found on DBpedia by query title.
78,87,Dunston Checks In,"Children, Comedy",1996,Movie not found on DBpedia by query title.
79,88,Black Sheep,Comedy,1996,Movie not found on DBpedia by query title.
80,89,Nick of Time,"Action, Thriller",1995,Movie not found on DBpedia by query title.
81,92,Mary Reilly,"Drama, Horror, Thriller",1996,Movie not found on DBpedia by query title.
82,93,Vampire in Brooklyn,"Comedy, Horror, Romance",1995,Movie not found on DBpedia by query title.
83,94,Beautiful Girls,"Comedy, Drama, Romance",1996,Movie not found on DBpedia by query title.
84,95,Broken Arrow,"Action, Adventure, Thriller",1996,Movie not found on DBpedia by query title.
85,96,In the Bleak Midwinter,"Comedy, Drama",1995,Movie not found on DBpedia by query title.
86,97,"Hate (Haine, La)","Crime, Drama",1995,Movie not found on DBpedia by query title.
87,99,Heidi Fleiss: Hollywood Madam,Documentary,1995,Movie not found on DBpedia by query title.
88,100,City Hall,"Drama, Thriller",1996,Movie not found on DBpedia by query title.
89,101,Bottle Rocket,"Adventure, Comedy, Crime, Romance",1996,Movie not found on DBpedia by query title.
90,102,Mr. Wrong,Comedy,1996,Movie not found on DBpedia by query title.
91,103,Unforgettable,"Mystery, Sci-Fi, Thriller",1996,"Unforgettable is a 1996 thriller film with science fiction elements, directed by John Dahl, and starring Ray Liotta and Linda Fiorentino. The film is about a man named David Krane (Liotta), who is obsessed with finding out who murdered his wife. Unforgettable is John Dahl's follow up to his critically acclaimed 1994 film, The Last Seduction. The film, however, was a critical and box office failure, only earning less than $3 million in the United States."
92,104,Happy Gilmore,Comedy,1996,Movie not found on DBpedia by query title.
93,105,"Bridges of Madison County, The","Drama, Romance",1995,Movie not found on DBpedia by query title.
94,106,Nobody Loves Me (Keiner liebt mich),"Comedy, Drama",1994,Movie not found on DBpedia by query title.
95,107,Muppet Treasure Island,"Adventure, Children, Comedy, Musical",1996,Movie not found on DBpedia by query title.
96,108,Catwalk,Documentary,1996,"Catwalk, a documentary covering life on the fashion runways, was filmed in 1993 by director Robert Leacock and premiered in 1995. The film followed models Christy Turlington, Naomi Campbell, Yasmin Le Bon, Kate Moss, and Carla Bruni as they jetted around London, Milan, Paris, and New York during Spring Fashion Week, including behind-the-scenes footage. The film was shot in black and white and color, and featured many top designers at work, like a young John Galliano, Justin Thomas, Karl Lagerfeld, and Gianni Versace four years before his death."
97,110,Braveheart,"Action, Drama, War",1995,"Braveheart is a 1995 American epic biographical drama-war-action film directed by and starring Mel Gibson. Gibson portrays William Wallace, a 13th-century Scottish warrior who led the Scots in the First War of Scottish Independence against King Edward I of England. The story is inspired by Blind Harry's epic poem The Actes and Deidis of the Illustre and Vallyeant Campioun Schir William Wallace and was adapted for the screen by Randall Wallace. The film was nominated for ten Academy Awards at the 68th Academy Awards and won five: Best Picture, Best Director, Best Cinematography, Best Makeup, and Best Sound Editing."
98,111,Taxi Driver,"Crime, Drama, Thriller",1976,Movie not found on DBpedia by query title.
99,112,Rumble in the Bronx (Hont faan kui),"Action, Adventure, Comedy, Crime",1995,Movie not found on DBpedia by query title.
100,113,Before and After,"Drama, Mystery",1996,Movie not found on DBpedia by query title.
101,116,Anne Frank Remembered,Documentary,1995,Movie not found on DBpedia by query title.
102,117,"Young Poisoner's Handbook, The","Crime, Drama",1995,Movie not found on DBpedia by query title.
103,118,If Lucy Fell,"Comedy, Romance",1996,Movie not found on DBpedia by query title.
104,119,"Steal Big, Steal Little",Comedy,1995,Movie not found on DBpedia by query title.
105,121,"Boys of St. Vincent, The",Drama,1992,Movie not found on DBpedia by query title.
106,122,Boomerang,"Comedy, Romance",1992,"Boomerang is a 1992 American romantic comedy film directed by Reginald Hudlin. The film stars Eddie Murphy as Marcus Graham, a hotshot advertising executive who also happens to be an insatiable womanizer and male chauvinist. When he meets his new boss, Jacqueline Broyer (Robin Givens), before Marcus discovers that she is essentially a female version of himself, and realizes he is receiving the same treatment that he delivers to others. The film also features Halle Berry, David Alan Grier, Martin Lawrence and Chris Rock. Murphy assisted in developing the story with writers Barry W. Blaustein and David Sheffield, having worked with the writing duo since his days on Saturday Night Live. Murphy hired Hudlin to direct Boomerang, following the latter's success with his debut film House Party (1990). Hudlin and the writers aimed to create a romantic comedy that differed strongly from Murphy's previous comic efforts. Filming took place mainly in New York City, while other scenes were filmed in Washington, D.C. Boomerang was released in the United States on July 1, 1992. The film was the 18th highest grossing film in North America that year. Boomerang earned over $131 million worldwide during its theatrical run. The film garnered nominations at the BMI Film & TV Awards and the MTV Movie Awards, while its soundtrack became a top-selling album."
107,123,Chungking Express (Chung Hing sam lam),"Drama, Mystery, Romance",1994,Movie not found on DBpedia by query title.
108,125,Flirting With Disaster,Comedy,1996,Movie not found on DBpedia by query title.
109,126,"NeverEnding Story III, The","Adventure, Children, Fantasy",1994,Movie not found on DBpedia by query title.
110,128,Jupiter's Wife,Documentary,1994,Movie not found on DBpedia by query title.
111,129,Pie in the Sky,"Comedy, Romance",1996,Movie not found on DBpedia by query title.
112,132,Jade,Thriller,1995,"Jade is a 1995 American erotic thriller film written by Joe Eszterhas, produced by Robert Evans, directed by William Friedkin and starring David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna and Michael Biehn. The original music score was composed by James Horner based on a song composed by Loreena McKennitt. The film was marketed with the tagline ""Some fantasies go too far."""
113,135,Down Periscope,Comedy,1996,Movie not found on DBpedia by query title.
114,137,Man of the Year,Documentary,1995,Movie not found on DBpedia by query title.
115,140,Up Close and Personal,"Drama, Romance",1996,Movie not found on DBpedia by query title.
116,141,"Birdcage, The",Comedy,1996,Movie not found on DBpedia by query title.
117,144,"Brothers McMullen, The",Comedy,1995,Movie not found on DBpedia by query title.
118,145,Bad Boys,"Action, Comedy, Crime, Drama, Thriller",1995,Movie not found on DBpedia by query title.
119,146,"Amazing Panda Adventure, The","Adventure, Children",1995,Movie not found on DBpedia by query title.
120,147,"Basketball Diaries, The",Drama,1995,Movie not found on DBpedia by query title.
121,148,"Awfully Big Adventure, An",Drama,1995,Movie not found on DBpedia by query title.
122,149,Amateur,"Crime, Drama, Thriller",1994,"Amateur is a 1994 film written and directed by Hal Hartley starring Isabelle Huppert, Martin Donovan and Elina Löwensohn."
123,150,Apollo 13,"Adventure, Drama, IMAX",1995,Movie not found on DBpedia by query title.
124,151,Rob Roy,"Action, Drama, Romance, War",1995,Movie not found on DBpedia by query title.
125,152,"Addiction, The","Drama, Horror",1995,Movie not found on DBpedia by query title.
126,153,Batman Forever,"Action, Adventure, Comedy, Crime",1995,Movie not found on DBpedia by query title.
127,154,Beauty of the Day (Belle de jour),Drama,1967,Movie not found on DBpedia by query title.
128,155,Beyond Rangoon,"Adventure, Drama, War",1995,Movie not found on DBpedia by query title.
129,156,Blue in the Face,"Comedy, Drama",1995,Movie not found on DBpedia by query title.
130,157,Canadian Bacon,"Comedy, War",1995,Movie not found on DBpedia by query title.
131,158,Casper,"Adventure, Children",1995,"Casper is a 1995 American fantasy comedy film directed by Brad Silberling, based on the Harvey Comics cartoon character Casper the Friendly Ghost by Seymour Reit and Joe Oriolo. The film stars Christina Ricci, Bill Pullman, Cathy Moriarty, Eric Idle, and Amy Brenneman. The film also stars the voices of Malachi Pearson as the title character as well as Joe Nipote, Joe Alaskey, and Brad Garrett. The film makes extensive use of computer-generated imagery to create the ghosts, and it is the first feature film to have a fully CGI character in a leading role. It is much darker in tone in comparison to the cartoons, comics, prequels and spin offs. Casper was released in cinemas on May 26, 1995 by Universal Pictures. It received mixed reviews from critics and earned $287.9 million on a $55 million budget."
132,159,Clockers,"Crime, Drama, Mystery",1995,"Clockers is a 1995 American crime drama film directed by Spike Lee. It is an adaptation of the eponymous 1992 novel by Richard Price, who also co-wrote the screenplay with Lee. The film stars Harvey Keitel, John Turturro, Delroy Lindo, and Mekhi Phifer in his debut film role. Set in New York City, Clockers tells the story of Strike (Phifer), a street-level drug dealer who becomes entangled in a murder investigation."
133,160,Congo,"Action, Adventure, Mystery, Sci-Fi",1995,"Congo is a 1995 action adventure film loosely based on Michael Crichton's novel of the same name. It was directed by Frank Marshall (a frequent collaborator of Steven Spielberg, who directed another film based on Crichton's work, Jurassic Park). It stars Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov, and Joe Don Baker. The film was released on June 9, 1995, by Paramount Pictures. Congo opened to negative reviews but performed better than Paramount expected."
134,161,Crimson Tide,"Drama, Thriller, War",1995,Movie not found on DBpedia by query title.
135,162,Crumb,Documentary,1994,"Crumb is a 1994 documentary film about the noted underground cartoonist Robert Crumb (R. Crumb) and his family. Directed by Terry Zwigoff and produced by Lynn O'Donnell, it won widespread acclaim. It was released in the USA on April 28, 1995, having been screened at film festivals the previous year. Jeffery M. Anderson (later critic for the San Francisco Examiner) placed the film on his list of the ten greatest films of all time, labeling it ""the greatest documentary ever made."""
136,163,Desperado,"Action, Romance, Western",1995,"Desperado is a 1995 American contemporary western action film written, produced, and directed by Robert Rodriguez. A sequel to the 1992 film El Mariachi, it is the second installment in Robert Rodriguez's Mexico Trilogy. It stars Antonio Banderas as the mariachi who seeks revenge on the drug lord who killed his lover. The film was screened out of competition at the 1995 Cannes Film Festival. Once Upon a Time in Mexico, the final part of the trilogy, was released in 2003. Desperado grossed $25.4 million in the United States."
137,164,Devil in a Blue Dress,"Crime, Film-Noir, Mystery, Thriller",1995,Movie not found on DBpedia by query title.
138,165,Die Hard: With a Vengeance,"Action, Crime, Thriller",1995,Movie not found on DBpedia by query title.
139,166,"Doom Generation, The","Comedy, Crime, Drama",1995,Movie not found on DBpedia by query title.
