,movieId,title,genres,year,abstract
9023,140711,American Ultra,"Action, Comedy, Sci-Fi, Thriller",2015,Movie not found on DBpedia by query title.
9024,140715,Straight Outta Compton,Drama,2015,Movie not found on DBpedia by query title.
9025,140725,Cop Car,"Crime, Thriller",2015,Movie not found on DBpedia by query title.
9026,140737,The Lost Room,"Action, Fantasy, Mystery",2006,Movie not found on DBpedia by query title.
9027,140816,Tangerine,"Comedy, Drama",2015,"Tangerine is a 2015 American comedy-drama film directed by Sean S. Baker and written by Baker and Chris Bergoch, starring Kitana Kiki Rodriguez, Mya Taylor, and James Ransone. The story follows a transgender sex worker who discovers her boyfriend and pimp has been cheating on her. The film was shot with three iPhone 5s smartphones. Tangerine premiered at the 2015 Sundance Film Festival on January 23, 2015. It had a limited release on July 10, 2015 through Magnolia Pictures. It received positive reviews."
9028,140850,Every Secret Thing,"Crime, Drama, Mystery, Thriller",2014,Movie not found on DBpedia by query title.
9029,140852,964 Pinocchio,"Horror, Sci-Fi",1991,Movie not found on DBpedia by query title.
9030,140928,Joy,"Comedy, Drama",2015,"Joy is a 2015 American biographical comedy-drama film, written and directed by David O. Russell and starring Jennifer Lawrence as Joy Mangano, a self-made millionaire who created her own business empire. Mangano was a divorced mother with two children in the early 1990s when she invented the Miracle Mop and became an overnight success, after which she patented many other products, often selling on the Home Shopping Network and QVC. The film is a semi-fictional and inspirational portrayal of how Mangano overcame personal and professional obstacles to rise to the top. Joy received a wide theatrical release on December 25, 2015, and is distributed by 20th Century Fox. It earned mixed reviews from critics, who praised Lawrence's performance, but criticized the writing and pace of the film, particularly the first half. Lawrence received a nomination for the Academy Award for Best Actress and won the Golden Globe Award for Best Actress – Motion Picture Musical or Comedy for her performance. Joy was nominated for the Golden Globe Award for Best Motion Picture – Musical or Comedy, among other accolades."
9031,140956,Ready Pla,"Action, Sci-Fi, Thriller",r On,Movie not found on DBpedia by query title.
9032,141004,Victor Frankenstein,"Drama, Horror, Sci-Fi",2015,Movie not found on DBpedia by query title.
9033,141131,Guardians,(no genres listed),2016,"Guardians (Russian: Защитники Zaschitniki) is an upcoming Russian neo-noir superhero film directed by Armenian director Sarik Andreasyan and starring Sebastien Sisak, Anton Pampuchniy, Sanzhar Madiev, Alina Lanina, Valeria Shkirando and Stanislav Shirin. The film is about a group of Soviet superheroes created during the Cold War. The group includes representatives of the different nationalities of the USSR. Each of the protagonists' superpowers reflect the strengths and traditions of the people of the USSR."
9034,141400,Invincible Shaolin,Action,1978,Movie not found on DBpedia by query title.
9035,141408,Scouts Guide to the Zombie Apocalypse,"Action, Comedy, Horror",2015,Movie not found on DBpedia by query title.
9036,141422,Suffragette,Drama,2015,"Suffragette is a 2015 British historical period drama film about women's suffrage in the United Kingdom, directed by Sarah Gavron and written by Abi Morgan. The film stars Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, and Meryl Streep. Filming began on 24 February 2014. It is the first film in history to be shot in the Houses of Parliament, done with the permission of MPs. The film was released in the United Kingdom on 12 October 2015 by Pathé and had a limited release in the United States on 23 October 2015 by Focus Features."
9037,141513,Fort Tilden,Comedy,2014,Movie not found on DBpedia by query title.
9038,141544,Turbo Kid,"Action, Adventure, Sci-Fi",2015,Movie not found on DBpedia by query title.
9039,141646,The Unauthorized Saved by the Bell Story,"Comedy, Drama",2014,Movie not found on DBpedia by query title.
9040,141668,War Room,Drama,2015,Movie not found on DBpedia by query title.
9041,141688,Legend,"Crime, Thriller",2015,"Legend is a 1985 American dark fantasy adventure film directed by Ridley Scott and starring Tom Cruise, Mia Sara, Tim Curry, David Bennent, Alice Playten, Billy Barty, Cork Hubbert, and Annabelle Lanyon. It is a dark fairy tale and has been described as a return to more original, sometimes disturbing, fables, from the oral tradition of ancient times before reading and writing were widespread. Although not a commercial success when first released, it won the British Society of Cinematographers Award for Best Cinematography in 1985 for cinematographer Alex Thomson, as well as being nominated for multiple awards: Academy Award for Best Makeup; Academy of Science Fiction, Fantasy & Horror Films Saturn Award for Best Makeup; BAFTA Awards for Best Costume Design, Best Makeup Artist, Best Special Visual Effects; DVD Exclusive Awards; and Young Artist Awards. Since its premiere and the subsequent release of the Director's Cut edition, the film has become a cult classic."
9042,141718,Deathgasm,"Comedy, Horror",2015,"Deathgasm is a 2015 New Zealand comedy horror film written and directed by Jason Lei Howden in his directorial debut. Starring Milo Cawthorne and James Blake as a pair of misfit heavy metal fans who unintentionally summon a demon, the film premiered on 14 March 2015 at South by Southwest."
9043,141749,The Danish Girl,Drama,2015,Movie not found on DBpedia by query title.
9044,141799,Cooties,"Comedy, Horror",2015,"Cooties is a 2014 American independent horror comedy film directed by Cary Murnion and Jonathan Milott, written by Ian Brennan and Leigh Whannell. The film stars Elijah Wood, Alison Pill, Rainn Wilson, Jack McBrayer and Jorge Garcia. The film had its world premiere at the Sundance Film Festival on January 18, 2014 before being released on September 18, 2015 in a limited release and through video on demand by Lionsgate Premiere."
9045,141810,Autumn Marathon,"Comedy, Drama",1979,Movie not found on DBpedia by query title.
9046,141816,12 Chairs,"Adventure, Comedy",1976,Movie not found on DBpedia by query title.
9047,141818,Ordinary Miracle,"Comedy, Drama, Fantasy, Romance",1978,Movie not found on DBpedia by query title.
9048,141820,Old Men: Robbers,Comedy,1971,Movie not found on DBpedia by query title.
9049,141830,Unbelievable Adventures of Italians in Russia,"Adventure, Comedy",1974,Movie not found on DBpedia by query title.
9050,141836,It Can't Be!,Comedy,1975,Movie not found on DBpedia by query title.
9051,141844,12 Chairs,"Adventure, Comedy",1971,Movie not found on DBpedia by query title.
9052,141846,Steve Jobs: The Man in the Machine,Documentary,2015,Movie not found on DBpedia by query title.
9053,141866,Green Room,(no genres listed),2015,Movie not found on DBpedia by query title.
9054,141890,Beasts of No Nation,"Drama, War",2015,Movie not found on DBpedia by query title.
9055,141928,Bloodsucking Bastards,"Comedy, Horror",2015,Movie not found on DBpedia by query title.
9056,141994,Saving Christmas,"Children, Comedy",2014,Movie not found on DBpedia by query title.
9057,142020,Oscar,Comedy,1967,"Oscar is a French comedy of errors directed by Édouard Molinaro and starring Louis de Funès. In the movie, Louis de Funès plays an industrialist named Bertrand Barnier who discovers over the course of a single day that his daughter is pregnant, he has been robbed by an employee, and various other calamities have befallen his household and his business. An English-language version of the movie was made in 1991, by John Landis, under the same name and starring Sylvester Stallone."
9058,142056,Iron Man & Hulk: Heroes United,"Action, Adventure, Animation",2013,Movie not found on DBpedia by query title.
9059,142074,Knock Knock,"Crime, Horror, Thriller",2015,Movie not found on DBpedia by query title.
9060,142115,The Blue Planet,Documentary,2001,Movie not found on DBpedia by query title.
9061,142196,Cornered!,"Comedy, Horror",2009,"Cornered! is a 2009 horror film written and directed by Daniel Maze, and co-written by Darrin Grimwood."
9062,142222,Demolition,Drama,2016,Demolition is an Australian TV movie.
9063,142366,Cigarette Burns,"Horror, Thriller",2005,Movie not found on DBpedia by query title.
9064,142372,Our Brand Is Crisis,"Comedy, Drama",2015,Movie not found on DBpedia by query title.
9065,142420,High Rise,"Action, Drama, Sci-Fi",2015,Movie not found on DBpedia by query title.
9066,142422,The Night Before,Comedy,2015,Movie not found on DBpedia by query title.
9067,142424,Into the Forest,"Drama, Sci-Fi",2015,Movie not found on DBpedia by query title.
9068,142444,The Editor,"Comedy, Horror, Mystery",2015,Movie not found on DBpedia by query title.
9069,142448,Everest,"Adventure, Drama, Thriller",2015,"Everest is a 70mm American documentary film, from MacGillivray Freeman Films, about the struggles involved in climbing Mount Everest, the highest mountain peak on Earth, located in the Himalayan region of Nepal. It was released to IMAX theaters in March 1998 and became the highest-grossing film made in the IMAX format."
9070,142456,The Brand New Testament,(no genres listed),2015,Movie not found on DBpedia by query title.
9071,142488,Spotlight,Thriller,2015,"Spotlight is a 2015 American biographical drama film directed by Tom McCarthy and written by McCarthy and Josh Singer. The film follows The Boston Globe ""Spotlight"" team, the oldest continuously operating newspaper investigative journalist unit in the United States, and its investigation into cases of widespread and systemic child sex abuse in the Boston area by numerous Roman Catholic priests. It is based on a series of stories by the ""Spotlight"" team that earned The Globe the 2003 Pulitzer Prize for Public Service. The film stars Mark Ruffalo, Michael Keaton, Rachel McAdams, John Slattery, Stanley Tucci, Brian d'Arcy James, Liev Schreiber, and Billy Crudup. Spotlight was shown in the Out of Competition section of the 72nd Venice International Film Festival. It was also shown at the Telluride Film Festival and the Special Presentations section of the 2015 Toronto International Film Festival. The film was released on November 6, 2015, by Open Road Films. It won numerous guilds and critics' association awards, and was named one of the finest films of 2015 by various publications. Spotlight won the Academy Award for Best Picture along with Best Original Screenplay from six nominations in total, making Spotlight the first film from Open Road Films to win in either category. This also marks the first film to win Best Picture from a different mini-major studio than Lionsgate, Summit (later bought by Lionsgate in 2012), Miramax, or TWC."
9072,142507,Pawn Sacrifice,Drama,2015,Movie not found on DBpedia by query title.
9073,142509,Hardcore Henry,"Action, Adventure, Sci-Fi",2015,Movie not found on DBpedia by query title.
9074,142536,Burnt,Drama,2015,"Burnt is a 2015 American drama film directed by John Wells and written by Steven Knight, from a story by Michael Kalesniko. The film stars Bradley Cooper, Sienna Miller, Omar Sy, Daniel Brühl, Matthew Rhys, Riccardo Scamarcio, Alicia Vikander, Uma Thurman and Emma Thompson. The film was released on October 30, 2015, by The Weinstein Company."
9075,142550,Ryuzo and the Seven Henchmen,"Action, Comedy",2015,Movie not found on DBpedia by query title.
9076,142558,If I Were a Rich Man,Comedy,2002,Movie not found on DBpedia by query title.
9077,142598,Last Shift,Horror,2014,Movie not found on DBpedia by query title.
9078,142602,"F*ck You, Goethe 2",Comedy,2015,Movie not found on DBpedia by query title.
9079,142831,Garam Masala,Comedy,2005,Movie not found on DBpedia by query title.
9080,142961,Life Eternal,"Comedy, Crime, Thriller",2015,Movie not found on DBpedia by query title.
9081,142997,Hotel Transylvania 2,"Animation, Comedy",2015,Movie not found on DBpedia by query title.
9082,143001,Anti-Social,Crime,2015,Movie not found on DBpedia by query title.
9083,143031,Jump In!,"Comedy, Drama, Romance",2007,Movie not found on DBpedia by query title.
9084,143245,The Little Prince,"Animation, Fantasy",2015,Movie not found on DBpedia by query title.
9085,143255,Narcopolis,"Mystery, Sci-Fi, Thriller",2014,Narcopolis is a 2015 British science fiction thriller film written and directed by Justin Trefgarne. The film is set in 2024 after all drugs have been legalised in the UK. Elliot Cowan stars as a police officer who becomes obsessed with solving a case that involves an experimental new drug developed by the largest pharmaceutical company. Narcopolis premiered at the Edinburgh International Film Festival on 19 June 2015 and was released in the UK on 25 September 2015.
9086,143257,Ashby,"Comedy, Drama",2015,"Ashby is a 2015 American comedy-drama film directed and written by Tony McNamara. The film stars Mickey Rourke, Nat Wolff, Emma Roberts, and Sarah Silverman. The film had its world premiere at Tribeca Film Festival on April 19, 2015. The film was released in the United States in a limited release and on video on demand on September 25, 2015, by Paramount Pictures and The Film Arcade."
9087,143355,Wonder Woman,"Action, Adventure, Fantasy",2017,Movie not found on DBpedia by query title.
9088,143365,The Circle,"Drama, Sci-Fi, Thriller",2016,Movie not found on DBpedia by query title.
9089,143367,Silence,"Drama, Thriller",2016,"Silence is a 1931 American Pre-Code crime film directed by Louis J. Gasnier and Max Marcin and written by Max Marcin. The film stars Clive Brook, Marjorie Rambeau, Peggy Shannon, Charles Starrett, Willard Robertson, John Wray and Frank Sheridan. The film was released on August 29, 1931, by Paramount Pictures."
9090,143385,Bridge of Spies,"Drama, Thriller",2015,Movie not found on DBpedia by query title.
9091,143410,Hye,(no genres listed), Roa,Movie not found on DBpedia by query title.
9092,143458,The Great Hypnotist,"Drama, Mystery, Thriller",2014,Movie not found on DBpedia by query title.
9093,143472,Into the Grizzly Maze,"Action, Horror, Thriller",2015,Movie not found on DBpedia by query title.
9094,143511,Human,Documentary,2015,"Human  is a 1976 Mexican drama film. It was directed by Gustavo Alatriste. The film was made in England in 1971, but it wasn't until July 1976 that it was released."
9095,143525,Chasuke's Journey,"Comedy, Drama",2015,Movie not found on DBpedia by query title.
9096,143559,L.A. Slasher,"Comedy, Crime, Fantasy",2015,Movie not found on DBpedia by query title.
9097,143859,"Hail, Caesar!",Comedy,2016,Movie not found on DBpedia by query title.
9098,143896,How To Change The World,Documentary,2015,Movie not found on DBpedia by query title.
9099,143969,Er ist wieder da,Comedy,2015,Movie not found on DBpedia by query title.
9100,144210,Just Eat It: A Food Waste Story,Documentary,2014,Movie not found on DBpedia by query title.
9101,144222,Bros Before Hos,Comedy,2013,Movie not found on DBpedia by query title.
9102,144262,Slow Learners,"Comedy, Romance",2015,Movie not found on DBpedia by query title.
9103,144352,Unforgiven,"Action, Crime, Drama",2013,"Unforgiven (許されざる者 Yurusarezaru Mono) is a 2013 Japanese jidaigeki western film directed by Lee Sang-il. It is a remake of Clint Eastwood's 1992 western Unforgiven. The film was screened in the Special Presentation section at the 2013 Toronto International Film Festival. The film also made its US debut as the opening film for LA EigaFest 2013. It was also presented in 2014 in the Palm Springs International Film Festival (World Cinema Now category) and out of competition in the 70th Venice International Film Festival. The plot closely follows the original 1992 film, but shifts the setting to Japan's Hokkaido frontier during the early Meiji period. Jubei Kamata (Ken Watanabe), a former samurai, is approached by an old associate to help claim the bounty on two men who have disfigured a sex worker."
9104,144478,"Sex, Drugs & Taxation","Comedy, Drama",2013,Movie not found on DBpedia by query title.
9105,144522,Sky High,"Action, Horror, Thriller",2003,Movie not found on DBpedia by query title.
9106,144606,Confessions of a Dangerous Mind,"Comedy, Crime, Drama, Romance, Thriller",2002,Movie not found on DBpedia by query title.
9107,144620,Goosebumps,"Adventure, Comedy, Horror",2015,"Goosebumps is a 2015 American horror comedy film based on the children's book series of the same name by R.L. Stine. It was directed by Rob Letterman, and written by Darren Lemke, based from a story by Scott Alexander and Larry Karaszewski. The film stars Jack Black in a triple role, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee, Jillian Bell, and Halston Sage. It was financed by Sony, LStar Capital and Village Roadshow Pictures and also produced by Original Film and Scholastic Entertainment. The film premiered on June 24, 2015 at the CineEurope fair in Barcelona, Spain, and was theatrically released on October 16, 2015 in the United States by Sony Pictures Entertainment under its Columbia Pictures and Sony Pictures Animation labels. Goosebumps has grossed over $150 million against its $84 million budget. It received nominations for the Las Vegas Film Critics Society for Best Family Film and the Visual Effects Society for Outstanding Visual Effects in a Special Venue Project."
9108,144714,The Perfect Guy,"Drama, Thriller",2015,Movie not found on DBpedia by query title.
9109,144716,Rock the Kasbah,Comedy,2015,Movie not found on DBpedia by query title.
9110,144734,Freaks of Nature,"Comedy, Horror, Sci-Fi",2015,Movie not found on DBpedia by query title.
9111,144976,Bone Tomahawk,"Horror, Western",2015,Movie not found on DBpedia by query title.
9112,145080,Extraordinary Tales,"Animation, Horror, Mystery",2015,Movie not found on DBpedia by query title.
9113,145150,The Dressmaker,"Comedy, Drama, Thriller",2015,Movie not found on DBpedia by query title.
9114,145283,Nowitzki: The Perfect Shot,Documentary,2014,Movie not found on DBpedia by query title.
9115,145418,Trumbo,Drama,2015,"Trumbo is a 2007 American documentary film directed by Peter Askin, produced by Will Battersby, Tory Tunnell, and Alan Klingenstein, and written by Christopher Trumbo. It is based on the letters of Trumbo's father, Dalton Trumbo, an Oscar-winning screenwriter who was imprisoned and blacklisted as a member of the Hollywood Ten, ten screenwriters, directors and producers who refused to testify before the House Un-American Activities Committee (HUAC) in 1947 during the committee's investigation of Communist influences in the Hollywood film industry. The film debuted at the Toronto International Film Festival and includes film clips and interviews, readings from Trumbo's letters by performers such as Michael Douglas, Joan Allen, Donald Sutherland, Liam Neeson, and Paul Giamatti, and a reenactment by David Strathairn of a speech given by Dalton Trumbo in 1970. The readings include parts of what the New York Times calls ""Dalton Trumbo's remarkably stage-ready personal letters"" that cover the period from the late 1940s to the early 1960s. Interspersed with these are archival clips from the HUAC hearings, footage from home movies, and ""exceptionally well-selected interview clips with Trumbo""."
9116,145491,Our Lips Are Sealed,"Children, Comedy, Drama",2000,Movie not found on DBpedia by query title.
9117,145724,Idaho Transfer,Sci-Fi,1973,Movie not found on DBpedia by query title.
9118,145745,Witch Hunt,"Crime, Drama",1999,Movie not found on DBpedia by query title.
9119,145839,Concussion,Drama,2015,"Concussion is a 2013 American drama film written and directed by Stacie Passon and starring Robin Weigert. Although not autobiographical, the story was partially inspired by Passon herself suffering a mild concussion, in the same manner depicted in the film, shortly before she began writing the screenplay."
9120,145935,"Peanuts Movie, The","Adventure, Animation, Children, Comedy",2015,Movie not found on DBpedia by query title.
9121,145951,Bloodsport: The Dark Kumite,"Action, Thriller",1999,Movie not found on DBpedia by query title.
9122,145994,Formula of Love,Comedy,1984,Movie not found on DBpedia by query title.
9123,146024,A Man from Boulevard des Capucines,"Comedy, Romance, Western",1987,Movie not found on DBpedia by query title.
9124,146028,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,"Crime, Mystery",1981,Movie not found on DBpedia by query title.
9125,146210,Blue Mountain State: The Rise of Thadland,Comedy,2015,Movie not found on DBpedia by query title.
9126,146244,Dil To Pagal Hai,"Comedy, Drama, Romance",1997,Movie not found on DBpedia by query title.
9127,146309,The Boy and the Beast,"Action, Adventure, Animation",2015,Movie not found on DBpedia by query title.
9128,146656,Creed,Drama,2015,"Creed is a 2015 American sports drama film, directed by Ryan Coogler and co-written by Coogler and Aaron Covington. A spin-off and sequel to the Rocky film series, the film stars Michael B. Jordan as Adonis Johnson Creed, Apollo's son, with Sylvester Stallone reprising the role of Rocky Balboa. It also features Tessa Thompson, Phylicia Rashād, Tony Bellew, and Graham McTavish. The film reunites Jordan with Fruitvale Station writer/director Coogler, and Wood Harris, with whom Jordan worked on The Wire. Filming began on January 19, 2015 in Liverpool, and later also took place in Philadelphia, Rocky's hometown. Creed was released in the United States on November 25, 2015, the fortieth anniversary of the date of the opening scene in 1976's Rocky. The seventh installment of the series and sequel to 2006's Rocky Balboa, the film received acclaim from critics, who called it the best Rocky film in many years. For his performance, Stallone was nominated for the Academy Award for Best Supporting Actor, his first Oscar nomination since the original film. He won the National Board of Review Award for Best Supporting Actor, Critics' Choice Award for Best Supporting Actor and Golden Globe Award for Best Supporting Actor in a Motion Picture, his first Golden Globe."
9129,146662,Dragons: Gift of the Night Fury,"Adventure, Animation, Comedy",2011,Movie not found on DBpedia by query title.
9130,146682,Twinsters,Documentary,2015,"Twinsters is a 2015 documentary film which covers the true-life story of identical twin sisters, separated at birth, discovering each other on-line, meeting, confirming their identity with a DNA test, and exploring aspects of their background together."
9131,146684,Cosmic Scrat-tastrophe,"Animation, Children, Comedy",2015,Movie not found on DBpedia by query title.
9132,146688,Solace,"Fantasy, Mystery, Thriller",2015,"Solace (Hangul: 사랑할 때 이야기하는 것들; RR: Salanghal ddae iyagihaneun geotdeul; lit. ""Things You Say When You're in Love"") is a 2006 South Korean film, and the directorial debut of Byeon Seung-wook. It stars Han Suk-kyu as a pharmacist who cares for his mentally disabled brother, and the relationship he builds with a debt-saddled woman (played by Kim Ji-soo) who sells fake designer clothes."
9133,146730,Lost in the Sun,"Action, Drama, Thriller",2015,Movie not found on DBpedia by query title.
9134,146986,Le Maître d'école,Comedy,1981,Movie not found on DBpedia by query title.
9135,147002,Eros,"Drama, Romance",2004,"Eros is a 2004 anthology film consisting of three short segments: The Hand directed by Wong Kar-wai in Mandarin, Equilibrium by Steven Soderbergh in English, and The Dangerous Thread of Things by Michelangelo Antonioni in Italian. Each of the three segments addresses the themes of love and sex."
9136,147142,Those Happy Days,"Children, Comedy",2006,Movie not found on DBpedia by query title.
9137,147196,The Girls,"Comedy, Romance",1961,Movie not found on DBpedia by query title.
9138,147250,The Adventures of Sherlock Holmes and Doctor,(no genres listed),atso,Movie not found on DBpedia by query title.
9139,147282,What Men Still Talk About,Comedy,2011,Movie not found on DBpedia by query title.
9140,147286,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,"Crime, Mystery",1983,Movie not found on DBpedia by query title.
9141,147300,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,"Crime, Mystery",1986,Movie not found on DBpedia by query title.
9142,147326,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,"Crime, Mystery",1980,Movie not found on DBpedia by query title.
9143,147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,Crime,1979,Movie not found on DBpedia by query title.
9144,147330,Sherlock Holmes and Dr. Watson: Acquaintance,Crime,1979,Movie not found on DBpedia by query title.
9145,147372,Doctor Who: Last Christmas,"Adventure, Drama, Fantasy, Sci-Fi",2014,Movie not found on DBpedia by query title.
9146,147374,"Doctor Who: The Doctor, the Widow and the Wardrobe","Adventure, Drama",2011,Movie not found on DBpedia by query title.
9147,147376,Doctor Who: A Christmas Carol,Sci-Fi,2010,Movie not found on DBpedia by query title.
9148,147378,Doctor Who: Planet of the Dead,"Adventure, Children, Drama, Sci-Fi",2009,Movie not found on DBpedia by query title.
9149,147380,Doctor Who: The Next Doctor,"Adventure, Children, Drama, Sci-Fi",2008,Movie not found on DBpedia by query title.
9150,147382,Doctor Who: Voyage Of The Damned,"Action, Sci-Fi",2007,Movie not found on DBpedia by query title.
9151,147384,Doctor Who: The Runaway Bride,Sci-Fi,2007,Movie not found on DBpedia by query title.
9152,147410,A Perfect Day,"Comedy, Drama",2015,Movie not found on DBpedia by query title.
9153,147657,Masked Avengers,Action,1981,Movie not found on DBpedia by query title.
9154,147662,Return of the One-Armed Swordsman,"Action, Adventure",1969,Movie not found on DBpedia by query title.
9155,147936,The Lord's Lantern in Budapest,"Comedy, Drama",1999,Movie not found on DBpedia by query title.
9156,148166,Hitchcock/Truffaut,Documentary,2015,"Hitchcock/Truffaut is a 2015 French-American documentary film directed by Kent Jones about François Truffaut's book on Alfred Hitchcock, Hitchcock/Truffaut, and its impact on cinema. Truffaut interviewed Hitchcock over eight days in 1962 at his offices at Universal Studios to write his book, and the documentary features reflections from directors including James Gray, Martin Scorsese, Paul Schrader, Wes Anderson, David Fincher, Arnaud Desplechin, and Olivier Assayas. It was first screened at the 2015 Cannes Film Festival and was shown in the TIFF Docs section of the 2015 Toronto International Film Festival."
9157,148172,The 5th Wave,"Adventure, Sci-Fi, Thriller",2016,Movie not found on DBpedia by query title.
9158,148238,A Very Murray Christmas,Comedy,2015,Movie not found on DBpedia by query title.
9159,148424,Chi-Raq,"Comedy, Drama",2015,"Chi-Raq (/ʃaɪˈræk/) is a 2015 American satirical musical drama film, directed and produced by Spike Lee and co-written by Lee and Kevin Willmott. Set in Chicago, the film focuses on the gang violence prevalent in neighborhoods on the city's south side, particularly the Englewood neighborhood. The story is based on Aristophanes' Lysistrata, a Classical Greek comedy play in which women withhold sex from their husbands as punishment for fighting in the Peloponnesian War. It stars Nick Cannon, Wesley Snipes, Teyonah Parris, Jennifer Hudson, Angela Bassett, John Cusack, and Samuel L. Jackson. It was the first film to be produced by Amazon Studios, released in select theaters on December 4, 2015 and on their video on demand service Amazon Instant Video on December 29."
9160,148482,Truth,Drama,2015,"Truth is a 2013 American psychological thriller film directed and written by Rob Moretti. It stars Sean Paul Lockhart, Blanche Baker, and Rob Moretti. The movie was filmed in Englewood Cliffs, New Jersey and Montclair, New Jersey, United States."
9161,148592,Just Jim,Comedy,2015,Movie not found on DBpedia by query title.
9162,148626,"Big Short, The",Drama,2015,Movie not found on DBpedia by query title.
9163,148632,Applesauce,Comedy,2015,"Applesauce is a 2015 horror comedy film written and directed by Onur Tukel. The film stars Tukel, Max Casella, Trieste Kelly Dunn, Jennifer Prediger, and Dylan Baker."
9164,148652,The Ridiculous 6,"Comedy, Western",2015,Movie not found on DBpedia by query title.
9165,148667,John Mulaney: The Comeback Kid,Comedy,2015,Movie not found on DBpedia by query title.
9166,148671,Saw,"Crime, Horror",2003,"Saw is a nine-and-a-half-minute Australian short subject horror film released in 2003. It was directed by James Wan and written by Wan and Leigh Whannell, the latter also starring in it. It was originally used to pitch their script for a full-length feature film Saw to various studios and actors. The full-length film was eventually made in 2004. The short film later became a scene in Saw, with Shawnee Smith as Amanda Young wearing the Reverse Bear Trap device instead of David. The original short can be viewed on the second disc of Saw: Uncut Edition."
9167,148675,North Pole: Open For Christmas,"Children, Fantasy",2015,Movie not found on DBpedia by query title.
9168,148709,Mojave,Thriller,2015,"Mojave is a 2015 American crime thriller film written and directed by William Monahan. The film stars Oscar Isaac, Garrett Hedlund, Mark Wahlberg, Louise Bourgoin, and Walton Goggins. The film premiered at the Tribeca Film Festival in April 18, 2015. The film was released on DirecTV Cinema on December 3, 2015, prior to opening in a limited release on January 22, 2016, by A24."
9169,148775,Wizards of Waverly Place: The Movie,"Adventure, Children, Comedy, Drama, Fantasy, Sci-Fi",2009,Movie not found on DBpedia by query title.
9170,148881,World of Tomorrow,"Animation, Comedy",2015,Movie not found on DBpedia by query title.
9171,148888,Zoolander 2,Comedy,2016,Movie not found on DBpedia by query title.
